x,Left_1,Right_1,Left_2,Right_2,Left_3,Right_3,Left_4,Right_4,Left_5,Right_5,Left_avg,Right_avg
21.4,1141.01622,1153.01622,1113.30233,1061.39535,1111.25806,1138.41935,1063.04762,1035.42857,1200.44444,1184.88889,1125.81373,1114.62968
21.5,1146.48649,1158.48649,1121.70543,1068.58915,1120.30645,1147.43548,1069.52381,1041.71429,1206.64815,1190.96296,1132.93406,1121.43767
21.6,1151.95676,1163.95676,1130.10853,1075.78295,1129.35484,1156.45161,1076,1048,1212.85185,1197.03704,1140.05439,1128.24567
21.7,1157.42703,1169.42703,1138.51163,1082.97674,1138.40323,1165.46774,1083.44681,1055.57447,1219.05556,1203.11111,1147.36885,1135.31142
21.8,1162.8973,1174.8973,1146.91473,1090.17054,1147.45161,1174.48387,1090.89362,1063.14894,1225.25926,1209.18519,1154.6833,1142.37717
21.9,1168.36757,1180.36757,1155.31783,1097.36434,1156.5,1183.5,1098.34043,1070.7234,1231.46296,1215.25926,1161.99776,1149.44291
22,1173.83784,1185.83784,1163.72093,1104.55814,1165.54839,1192.51613,1105.78723,1078.29787,1237.66667,1221.33333,1169.31221,1156.50866
22.1,1179.30811,1191.30811,1172.12403,1111.75194,1174.59677,1201.53226,1113.23404,1085.87234,1243.87037,1227.40741,1176.62667,1163.57441
22.2,1184.77838,1196.77838,1180.52713,1118.94574,1183.64516,1210.54839,1120.68085,1093.44681,1250.07407,1233.48148,1183.94112,1170.64016
22.3,1190.24865,1202.24865,1188.93023,1126.13953,1192.69355,1219.56452,1128.12766,1101.02128,1256.27778,1239.55556,1191.25557,1177.70591
22.4,1195.71892,1207.71892,1197.33333,1133.33333,1201.74194,1228.58065,1135.57447,1108.59574,1262.48148,1245.62963,1198.57003,1184.77165
22.5,1201.18919,1213.18919,1205.73643,1140.52713,1210.79032,1237.59677,1143.02128,1116.17021,1268.68519,1251.7037,1205.88448,1191.8374
22.6,1206.65946,1218.65946,1214.13953,1147.72093,1219.83871,1246.6129,1150.46809,1123.74468,1274.88889,1257.77778,1213.19894,1198.90315
22.7,1212.12973,1224.12973,1222.54264,1154.91473,1228.8871,1255.62903,1157.91489,1131.31915,1281.09259,1263.85185,1220.51339,1205.9689
22.8,1217.6,1229.6,1230.94574,1162.10853,1237.93548,1264.64516,1165.3617,1138.89362,1287.2963,1269.92593,1227.82784,1213.03465
22.9,1223.07027,1235.07027,1239.34884,1169.30233,1246.98387,1273.66129,1172.80851,1146.46809,1293.5,1276,1235.1423,1220.10039
23,1228.54054,1240.54054,1247.75194,1176.49612,1256.03226,1282.67742,1180.25532,1154.04255,1299.7037,1282.07407,1242.45675,1227.16614
23.1,1234.01081,1246.01081,1256.15504,1183.68992,1265.08065,1291.69355,1187.70213,1161.61702,1305.90741,1288.14815,1249.77121,1234.23189
23.2,1239.48108,1251.48108,1264.55814,1190.88372,1274.12903,1300.70968,1195.14894,1169.19149,1312.11111,1294.22222,1257.08566,1241.29764
23.3,1244.95135,1256.95135,1272.96124,1198.07752,1283.17742,1309.72581,1202.59574,1176.76596,1318.31481,1300.2963,1264.40011,1248.36339
23.4,1250.42162,1262.42162,1281.36434,1205.27132,1292.22581,1318.74194,1210.04255,1184.34043,1324.51852,1306.37037,1271.71457,1255.42913
23.5,1255.89189,1267.89189,1289.76744,1212.46512,1301.27419,1327.75806,1217.48936,1191.91489,1330.72222,1312.44444,1279.02902,1262.49488
23.6,1261.36216,1273.36216,1298.17054,1219.65891,1310.32258,1336.77419,1224.93617,1199.48936,1336.92593,1318.51852,1286.34348,1269.56063
23.7,1266.83243,1278.83243,1306.57364,1226.85271,1319.37097,1345.79032,1232.38298,1207.06383,1343.12963,1324.59259,1293.65793,1276.62638
23.8,1272.3027,1284.3027,1314.97674,1234.04651,1328.41935,1354.80645,1239.82979,1214.6383,1349.33333,1330.66667,1300.97238,1283.69213
23.9,1277.77297,1289.77297,1323.37984,1241.24031,1337.46774,1363.82258,1247.2766,1222.21277,1355.53704,1336.74074,1308.28684,1290.75787
24,1283.24324,1295.24324,1331.78295,1248.43411,1346.51613,1372.83871,1254.7234,1229.78723,1361.74074,1342.81481,1315.60129,1297.82362
24.1,1288.71351,1300.71351,1340.18605,1255.62791,1355.56452,1381.85484,1262.17021,1237.3617,1367.94444,1348.88889,1322.91575,1304.88937
24.2,1294.18378,1306.18378,1348.58915,1262.82171,1364.6129,1390.87097,1269.61702,1244.93617,1374.14815,1354.96296,1330.2302,1311.95512
24.3,1299.65405,1311.65405,1356.99225,1270.0155,1373.66129,1399.8871,1277.06383,1252.51064,1380.35185,1361.03704,1337.54465,1319.02087
24.4,1305.12432,1317.12432,1365.39535,1277.2093,1382.70968,1408.90323,1284.51064,1260.08511,1386.55556,1367.11111,1344.85911,1326.08661
24.5,1310.59459,1322.59459,1373.79845,1284.4031,1391.75806,1417.91935,1291.95745,1267.65957,1392.75926,1373.18519,1352.17356,1333.15236
24.6,1316.06486,1328.06486,1382.20155,1291.5969,1400.80645,1426.93548,1299.40426,1275.23404,1398.96296,1379.25926,1359.48802,1340.21811
24.7,1321.53514,1333.53514,1390.60465,1298.7907,1409.85484,1435.95161,1306.85106,1282.80851,1405.16667,1385.33333,1366.80247,1347.28386
24.8,1327.00541,1339.00541,1399.00775,1305.9845,1418.90323,1444.96774,1314.29787,1290.38298,1411.37037,1391.40741,1374.11693,1354.34961
24.9,1332.47568,1344.47568,1407.41085,1313.17829,1427.95161,1453.98387,1321.74468,1297.95745,1417.57407,1397.48148,1381.43138,1361.41535
25,1337.94595,1349.94595,1415.81395,1320.37209,1437,1463,1329.19149,1305.53191,1423.77778,1403.55556,1388.74583,1368.4811
25.1,1343.41622,1355.41622,1424.21705,1327.56589,1446.04839,1472.01613,1336.6383,1313.10638,1429.98148,1409.62963,1396.06029,1375.54685
25.2,1348.88649,1360.88649,1432.62016,1334.75969,1455.09677,1481.03226,1344.08511,1320.68085,1436.18519,1415.7037,1403.37474,1382.6126
25.3,1354.35676,1366.35676,1441.02326,1341.95349,1464.14516,1490.04839,1351.53191,1328.25532,1442.38889,1421.77778,1410.6892,1389.67835
25.4,1359.82703,1371.82703,1449.42636,1349.14729,1473.19355,1499.06452,1358.97872,1335.82979,1448.59259,1427.85185,1418.00365,1396.74409
25.5,1365.2973,1377.2973,1457.82946,1356.34109,1482.24194,1508.08065,1366.42553,1343.40426,1454.7963,1433.92593,1425.3181,1403.80984
25.6,1370.76757,1382.76757,1466.23256,1363.53488,1491.29032,1517.09677,1373.87234,1350.97872,1461,1440,1432.63256,1410.87559
25.7,1376.23784,1388.23784,1474.63566,1370.72868,1500.33871,1526.1129,1381.31915,1358.55319,1467.2037,1446.07407,1439.94701,1417.94134
25.8,1381.70811,1393.70811,1483.03876,1377.92248,1509.3871,1535.12903,1388.76596,1366.12766,1473.40741,1452.14815,1447.26147,1425.00709
25.9,1387.17838,1399.17838,1491.44186,1385.11628,1518.43548,1544.14516,1396.21277,1373.70213,1479.61111,1458.22222,1454.57592,1432.07283
26,1392.64865,1404.64865,1499.84496,1392.31008,1527.48387,1553.16129,1403.65957,1381.2766,1485.81481,1464.2963,1461.89037,1439.13858
26.1,1398.11892,1410.11892,1508.24806,1399.50388,1536.53226,1562.17742,1411.10638,1388.85106,1492.01852,1470.37037,1469.20483,1446.20433
26.2,1403.58919,1415.58919,1516.65116,1406.69767,1545.58065,1571.19355,1418.55319,1396.42553,1498.22222,1476.44444,1476.51928,1453.27008
26.3,1409.05946,1421.05946,1525.05426,1413.89147,1554.62903,1580.20968,1426,1404,1504.42593,1482.51852,1483.83374,1460.33583
26.4,1414.52973,1426.52973,1533.45736,1421.08527,1563.67742,1589.22581,1433.44681,1411.57447,1510.62963,1488.59259,1491.14819,1467.40157
26.5,1420,1432,1541.86047,1428.27907,1572.72581,1598.24194,1440.89362,1419.14894,1516.83333,1494.66667,1498.46264,1474.46732
26.6,1427.80952,1439.61905,1550.26357,1435.47287,1581.77419,1607.25806,1448.34043,1426.7234,1523.03704,1500.74074,1506.24495,1481.96283
26.7,1435.61905,1447.2381,1558.66667,1442.66667,1590.82258,1616.27419,1455.78723,1434.29787,1529.24074,1506.81481,1514.02725,1489.45833
26.8,1443.42857,1454.85714,1567.06977,1449.86047,1599.87097,1625.29032,1463.23404,1441.87234,1535.44444,1512.88889,1521.80956,1496.95383
26.9,1451.2381,1462.47619,1575.47287,1457.05426,1608.91935,1634.30645,1470.68085,1449.44681,1541.64815,1518.96296,1529.59186,1504.44934
27,1459.04762,1470.09524,1583.87597,1464.24806,1617.96774,1643.32258,1478.12766,1457.02128,1547.85185,1525.03704,1537.37417,1511.94484
27.1,1466.85714,1477.71429,1592.27907,1471.44186,1627.01613,1652.33871,1485.57447,1464.59574,1554.05556,1531.11111,1545.15647,1519.44034
27.2,1474.66667,1485.33333,1600.68217,1478.63566,1636.06452,1661.35484,1493.02128,1472.17021,1560.25926,1537.18519,1552.93878,1526.93585
27.3,1482.47619,1492.95238,1609.08527,1485.82946,1645.1129,1670.37097,1500.46809,1479.74468,1566.46296,1543.25926,1560.72108,1534.43135
27.4,1490.28571,1500.57143,1617.48837,1493.02326,1654.16129,1679.3871,1507.91489,1487.31915,1572.66667,1549.33333,1568.50339,1541.92685
27.5,1498.09524,1508.19048,1625.89147,1500.21705,1663.20968,1688.40323,1515.3617,1494.89362,1578.87037,1555.40741,1576.28569,1549.42236
27.6,1505.90476,1515.80952,1634.29457,1507.41085,1672.25806,1697.41935,1522.80851,1502.46809,1585.07407,1561.48148,1584.068,1556.91786
27.7,1513.71429,1523.42857,1642.69767,1514.60465,1681.30645,1706.43548,1530.25532,1510.04255,1591.27778,1567.55556,1591.8503,1564.41336
27.8,1521.52381,1531.04762,1651.10078,1521.79845,1690.35484,1715.45161,1537.70213,1517.61702,1597.48148,1573.62963,1599.63261,1571.90887
27.9,1529.33333,1538.66667,1659.50388,1528.99225,1699.40323,1724.46774,1545.14894,1525.19149,1603.68519,1579.7037,1607.41491,1579.40437
28,1537.14286,1546.28571,1667.90698,1536.18605,1708.45161,1733.48387,1552.59574,1532.76596,1609.88889,1585.77778,1615.19722,1586.89987
28.1,1544.95238,1553.90476,1676.31008,1543.37984,1717.5,1742.5,1560.04255,1540.34043,1616.09259,1591.85185,1622.97952,1594.39538
28.2,1552.7619,1561.52381,1684.71318,1550.57364,1726.54839,1751.51613,1567.48936,1547.91489,1622.2963,1597.92593,1630.76183,1601.89088
28.3,1560.57143,1569.14286,1693.11628,1557.76744,1735.59677,1760.53226,1574.93617,1555.48936,1628.5,1604,1638.54413,1609.38638
28.4,1568.38095,1576.7619,1701.51938,1564.96124,1744.64516,1769.54839,1582.38298,1563.06383,1634.7037,1610.07407,1646.32644,1616.88189
28.5,1576.19048,1584.38095,1709.92248,1572.15504,1753.69355,1778.56452,1589.82979,1570.6383,1640.90741,1616.14815,1654.10874,1624.37739
28.6,1584,1592,1718.32558,1579.34884,1762.74194,1787.58065,1597.2766,1578.21277,1647.11111,1622.22222,1661.89104,1631.87289
28.7,1593.61905,1601.80952,1726.72868,1586.54264,1771.79032,1796.59677,1604.7234,1585.78723,1653.31481,1628.2963,1670.03525,1639.80649
28.8,1603.2381,1611.61905,1735.13178,1593.73643,1780.83871,1805.6129,1612.17021,1593.3617,1659.51852,1634.37037,1678.17946,1647.74009
28.9,1612.85714,1621.42857,1743.53488,1600.93023,1789.8871,1814.62903,1619.61702,1600.93617,1665.72222,1640.44444,1686.32367,1655.67369
29,1622.47619,1631.2381,1751.93798,1608.12403,1798.93548,1823.64516,1627.06383,1608.51064,1671.92593,1646.51852,1694.46788,1663.60729
29.1,1632.09524,1641.04762,1760.34109,1615.31783,1807.98387,1832.66129,1634.51064,1616.08511,1678.12963,1652.59259,1702.61209,1671.54089
29.2,1641.71429,1650.85714,1768.74419,1622.51163,1817.03226,1841.67742,1641.95745,1623.65957,1684.33333,1658.66667,1710.7563,1679.47449
29.3,1651.33333,1660.66667,1777.14729,1629.70543,1826.08065,1850.69355,1649.40426,1631.23404,1690.53704,1664.74074,1718.90051,1687.40808
29.4,1660.95238,1670.47619,1785.55039,1636.89922,1835.12903,1859.70968,1656.85106,1638.80851,1696.74074,1670.81481,1727.04472,1695.34168
29.5,1670.57143,1680.28571,1793.95349,1644.09302,1844.17742,1868.72581,1664.29787,1646.38298,1702.94444,1676.88889,1735.18893,1703.27528
29.6,1680.19048,1690.09524,1802.35659,1651.28682,1853.22581,1877.74194,1671.74468,1653.95745,1709.14815,1682.96296,1743.33314,1711.20888
29.7,1689.80952,1699.90476,1810.75969,1658.48062,1862.27419,1886.75806,1679.19149,1661.53191,1715.35185,1689.03704,1751.47735,1719.14248
29.8,1699.42857,1709.71429,1819.16279,1665.67442,1871.32258,1895.77419,1686.6383,1669.10638,1721.55556,1695.11111,1759.62156,1727.07608
29.9,1709.04762,1719.52381,1827.56589,1672.86822,1880.37097,1904.79032,1694.08511,1676.68085,1727.75926,1701.18519,1767.76577,1735.00968
30,1718.66667,1729.33333,1835.96899,1680.06202,1889.41935,1913.80645,1701.53191,1684.25532,1733.96296,1707.25926,1775.90998,1742.94328
30.1,1728.28571,1739.14286,1844.37209,1687.25581,1898.46774,1922.82258,1708.97872,1691.82979,1740.16667,1713.33333,1784.05419,1750.87687
30.2,1737.90476,1748.95238,1852.77519,1694.44961,1907.51613,1931.83871,1716.42553,1699.40426,1746.37037,1719.40741,1792.1984,1758.81047
30.3,1747.52381,1758.7619,1861.17829,1701.64341,1916.56452,1940.85484,1723.87234,1706.97872,1752.57407,1725.48148,1800.34261,1766.74407
30.4,1757.14286,1768.57143,1869.5814,1708.83721,1925.6129,1949.87097,1731.31915,1714.55319,1758.77778,1731.55556,1808.48682,1774.67767
30.5,1766.7619,1778.38095,1877.9845,1716.03101,1934.66129,1958.8871,1738.76596,1722.12766,1764.98148,1737.62963,1816.63103,1782.61127
30.6,1776.38095,1788.19048,1886.3876,1723.22481,1943.70968,1967.90323,1746.21277,1729.70213,1771.18519,1743.7037,1824.77524,1790.54487
30.7,1786,1798,1894.7907,1730.4186,1952.75806,1976.91935,1753.65957,1737.2766,1777.38889,1749.77778,1832.91945,1798.47847
30.8,1795.61905,1807.80952,1903.1938,1737.6124,1961.80645,1985.93548,1761.10638,1744.85106,1783.59259,1755.85185,1841.06365,1806.41207
30.9,1805.2381,1817.61905,1911.5969,1744.8062,1970.85484,1994.95161,1768.55319,1752.42553,1789.7963,1761.92593,1849.20786,1814.34566
31,1814.85714,1827.42857,1920,1752,1979.90323,2003.96774,1776,1760,1796,1768,1857.35207,1822.27926
31.1,1824.47619,1837.2381,1931.5443,1764.25316,1988.95161,2012.98387,1786.09524,1769.90476,1796,1768,1865.41347,1830.47598
31.2,1834.09524,1847.04762,1943.08861,1776.50633,1998,2022,1796.19048,1779.80952,1796,1768,1873.47486,1838.67269
31.3,1843.71429,1856.85714,1954.63291,1788.75949,2007.04839,2031.01613,1806.28571,1789.71429,1796,1768,1881.53626,1846.86941
31.4,1853.33333,1866.66667,1966.17722,1801.01266,2016.09677,2040.03226,1816.38095,1799.61905,1796,1768,1889.59766,1855.06613
31.5,1862.95238,1876.47619,1977.72152,1813.26582,2025.14516,2049.04839,1826.47619,1809.52381,1796,1768,1897.65905,1863.26284
31.6,1872.57143,1886.28571,1989.26582,1825.51899,2034.19355,2058.06452,1836.57143,1819.42857,1796,1768,1905.72045,1871.45956
31.7,1882.19048,1896.09524,2000.81013,1837.77215,2043.24194,2067.08065,1846.66667,1829.33333,1796,1768,1913.78184,1879.65627
31.8,1891.80952,1905.90476,2012.35443,1850.02532,2052.29032,2076.09677,1856.7619,1839.2381,1796,1768,1921.84324,1887.85299
31.9,1901.42857,1915.71429,2023.89873,1862.27848,2061.33871,2085.1129,1866.85714,1849.14286,1796,1768,1929.90463,1896.04971
32,1911.04762,1925.52381,2035.44304,1874.53165,2070.3871,2094.12903,1876.95238,1859.04762,1796,1768,1937.96603,1904.24642
32.1,1920.66667,1935.33333,2046.98734,1886.78481,2079.43548,2103.14516,1887.04762,1868.95238,1796,1768,1946.02742,1912.44314
32.2,1930.28571,1945.14286,2058.53165,1899.03797,2088.48387,2112.16129,1897.14286,1878.85714,1796,1768,1954.08882,1920.63985
32.3,1939.90476,1954.95238,2070.07595,1911.29114,2097.53226,2121.17742,1907.2381,1888.7619,1796,1768,1962.15021,1928.83657
32.4,1949.52381,1964.7619,2081.62025,1923.5443,2106.58065,2130.19355,1917.33333,1898.66667,1796,1768,1970.21161,1937.03328
32.5,1959.14286,1974.57143,2093.16456,1935.79747,2115.62903,2139.20968,1927.42857,1908.57143,1796,1768,1978.273,1945.23
32.6,1968.7619,1984.38095,2104.70886,1948.05063,2124.67742,2148.22581,1937.52381,1918.47619,1796,1768,1986.3344,1953.42672
32.7,1978.38095,1994.19048,2116.25316,1960.3038,2133.72581,2157.24194,1947.61905,1928.38095,1796,1768,1994.39579,1961.62343
32.8,1988,2004,2127.79747,1972.55696,2142.77419,2166.25806,1957.71429,1938.28571,1796,1768,2002.45719,1969.82015
32.9,1997.61905,2013.80952,2139.34177,1984.81013,2151.82258,2175.27419,1967.80952,1948.19048,1796,1768,2010.51858,1978.01686
33,2007.2381,2023.61905,2150.88608,1997.06329,2160.87097,2184.29032,1977.90476,1958.09524,1796,1768,2018.57998,1986.21358
33.1,2016.85714,2033.42857,2162.43038,2009.31646,2169.91935,2193.30645,1988,1968,1796,1768,2026.64138,1994.4103
33.2,2026.47619,2043.2381,2173.97468,2021.56962,2178.96774,2202.32258,2000.63636,1980.69091,1796,1768,2035.211,2003.16424
33.3,2036.09524,2053.04762,2185.51899,2033.82278,2188.01613,2211.33871,2013.27273,1993.38182,1796,1768,2043.78062,2011.91819
33.4,2045.71429,2062.85714,2197.06329,2046.07595,2197.06452,2220.35484,2025.90909,2006.07273,1796,1768,2052.35024,2020.67213
33.5,2055.33333,2072.66667,2208.60759,2058.32911,2206.1129,2229.37097,2038.54545,2018.76364,1796,1768,2060.91986,2029.42608
33.6,2064.95238,2082.47619,2220.1519,2070.58228,2215.16129,2238.3871,2051.18182,2031.45455,1796,1768,2069.48948,2038.18002
33.7,2074.57143,2092.28571,2231.6962,2082.83544,2224.20968,2247.40323,2063.81818,2044.14545,1796,1768,2078.0591,2046.93397
33.8,2084.19048,2102.09524,2243.24051,2095.08861,2233.25806,2256.41935,2076.45455,2056.83636,1796,1768,2086.62872,2055.68791
33.9,2093.80952,2111.90476,2254.78481,2107.34177,2242.30645,2265.43548,2089.09091,2069.52727,1796,1768,2095.19834,2064.44186
34,2103.42857,2121.71429,2266.32911,2119.59494,2251.35484,2274.45161,2101.72727,2082.21818,1796,1768,2103.76796,2073.1958
34.1,2113.04762,2131.52381,2277.87342,2131.8481,2260.40323,2283.46774,2114.36364,2094.90909,1796,1768,2112.33758,2081.94975
34.2,2122.66667,2141.33333,2289.41772,2144.10127,2269.45161,2292.48387,2127,2107.6,1796,1768,2120.9072,2090.70369
34.3,2132.28571,2151.14286,2300.96203,2156.35443,2278.5,2301.5,2139.63636,2120.29091,1796,1768,2129.47682,2099.45764
34.4,2141.90476,2160.95238,2312.50633,2168.60759,2287.54839,2310.51613,2152.27273,2132.98182,1796,1768,2138.04644,2108.21158
34.5,2151.52381,2170.7619,2324.05063,2180.86076,2296.59677,2319.53226,2164.90909,2145.67273,1796,1768,2146.61606,2116.96553
34.6,2161.14286,2180.57143,2335.59494,2193.11392,2305.64516,2328.54839,2177.54545,2158.36364,1796,1768,2155.18568,2125.71948
34.7,2170.7619,2190.38095,2347.13924,2205.36709,2314.69355,2337.56452,2190.18182,2171.05455,1796,1768,2163.7553,2134.47342
34.8,2180.38095,2200.19048,2358.68354,2217.62025,2323.74194,2346.58065,2202.81818,2183.74545,1796,1768,2172.32492,2143.22737
34.9,2190,2210,2370.22785,2229.87342,2332.79032,2355.59677,2215.45455,2196.43636,1796,1768,2180.89454,2151.98131
35,2199.61905,2219.80952,2381.77215,2242.12658,2341.83871,2364.6129,2228.09091,2209.12727,1796,1768,2189.46416,2160.73526
35.1,2209.2381,2229.61905,2393.31646,2254.37975,2350.8871,2373.62903,2240.72727,2221.81818,1796,1768,2198.03378,2169.4892
35.2,2218.85714,2239.42857,2404.86076,2266.63291,2359.93548,2382.64516,2253.36364,2234.50909,1796,1768,2206.6034,2178.24315
35.3,2228.47619,2249.2381,2416.40506,2278.88608,2368.98387,2391.66129,2266,2247.2,1796,1768,2215.17302,2186.99709
35.4,2238.09524,2259.04762,2427.94937,2291.13924,2378.03226,2400.67742,2278.63636,2259.89091,1796,1768,2223.74265,2195.75104
35.5,2247.71429,2268.85714,2439.49367,2303.39241,2387.08065,2409.69355,2291.27273,2272.58182,1796,1768,2232.31227,2204.50498
35.6,2257.33333,2278.66667,2451.03797,2315.64557,2396.12903,2418.70968,2303.90909,2285.27273,1796,1768,2240.88189,2213.25893
35.7,2266.95238,2288.47619,2462.58228,2327.89873,2405.17742,2427.72581,2316.54545,2297.96364,1796,1768,2249.45151,2222.01287
35.8,2276.57143,2298.28571,2474.12658,2340.1519,2414.22581,2436.74194,2329.18182,2310.65455,1796,1768,2258.02113,2230.76682
35.9,2286.19048,2308.09524,2485.67089,2352.40506,2423.27419,2445.75806,2341.81818,2323.34545,1796,1768,2266.59075,2239.52076
36,2295.80952,2317.90476,2497.21519,2364.65823,2432.32258,2454.77419,2354.45455,2336.03636,1796,1768,2275.16037,2248.27471
36.1,2305.42857,2327.71429,2508.75949,2376.91139,2441.37097,2463.79032,2367.09091,2348.72727,1796,1768,2283.72999,2257.02865
36.2,2315.04762,2337.52381,2520.3038,2389.16456,2450.41935,2472.80645,2379.72727,2361.41818,1796,1768,2292.29961,2265.7826
36.3,2324.66667,2347.33333,2531.8481,2401.41772,2459.46774,2481.82258,2392.36364,2374.10909,1796,1768,2300.86923,2274.53655
36.4,2334.28571,2357.14286,2543.39241,2413.67089,2468.51613,2490.83871,2405,2386.8,1796,1768,2309.43885,2283.29049
36.5,2343.90476,2366.95238,2554.93671,2425.92405,2477.56452,2499.85484,2417.63636,2399.49091,1796,1768,2318.00847,2292.04444
36.6,2353.52381,2376.7619,2566.48101,2438.17722,2486.6129,2508.87097,2430.27273,2412.18182,1796,1768,2326.57809,2300.79838
36.7,2363.14286,2386.57143,2578.02532,2450.43038,2495.66129,2517.8871,2442.90909,2424.87273,1796,1768,2335.14771,2309.55233
36.8,2372.7619,2396.38095,2589.56962,2462.68354,2504.70968,2526.90323,2455.54545,2437.56364,1796,1768,2343.71733,2318.30627
36.9,2382.38095,2406.19048,2601.11392,2474.93671,2513.75806,2535.91935,2468.18182,2450.25455,1796,1768,2352.28695,2327.06022
37,2392,2416,2612.65823,2487.18987,2522.80645,2544.93548,2480.81818,2462.94545,1796,1768,2360.85657,2335.81416
37.1,2403.64286,2427.64286,2624.20253,2499.44304,2531.85484,2553.95161,2493.45455,2475.63636,1796,1768,2369.83095,2344.93477
37.2,2415.28571,2439.28571,2635.74684,2511.6962,2540.90323,2562.96774,2506.09091,2488.32727,1796,1768,2378.80534,2354.05539
37.3,2426.92857,2450.92857,2647.29114,2523.94937,2549.95161,2571.98387,2518.72727,2501.01818,1796,1768,2387.77972,2363.176
37.4,2438.57143,2462.57143,2658.83544,2536.20253,2559,2581,2531.36364,2513.70909,1796,1768,2396.7541,2372.29661
37.5,2450.21429,2474.21429,2670.37975,2548.4557,2568.04839,2590.01613,2544,2526.4,1796,1768,2405.72848,2381.41722
37.6,2461.85714,2485.85714,2681.92405,2560.70886,2577.09677,2599.03226,2556.63636,2539.09091,1796,1768,2414.70287,2390.53783
37.7,2473.5,2497.5,2693.46835,2572.96203,2586.14516,2608.04839,2569.27273,2551.78182,1796,1768,2423.67725,2399.65845
37.8,2485.14286,2509.14286,2705.01266,2585.21519,2595.19355,2617.06452,2581.90909,2564.47273,1796,1768,2432.65163,2408.77906
37.9,2496.78571,2520.78571,2716.55696,2597.46835,2604.24194,2626.08065,2594.54545,2577.16364,1796,1768,2441.62601,2417.89967
38,2508.42857,2532.42857,2728.10127,2609.72152,2613.29032,2635.09677,2607.18182,2589.85455,1796,1768,2450.6004,2427.02028
38.1,2520.07143,2544.07143,2739.64557,2621.97468,2622.33871,2644.1129,2619.81818,2602.54545,1796,1768,2459.57478,2436.14089
38.2,2531.71429,2555.71429,2751.18987,2634.22785,2631.3871,2653.12903,2632.45455,2615.23636,1796,1768,2468.54916,2445.26151
38.3,2543.35714,2567.35714,2762.73418,2646.48101,2640.43548,2662.14516,2645.09091,2627.92727,1796,1768,2477.52354,2454.38212
38.4,2555,2579,2774.27848,2658.73418,2649.48387,2671.16129,2657.72727,2640.61818,1796,1768,2486.49792,2463.50273
38.5,2566.64286,2590.64286,2785.82278,2670.98734,2658.53226,2680.17742,2670.36364,2653.30909,1796,1768,2495.47231,2472.62334
38.6,2578.28571,2602.28571,2797.36709,2683.24051,2667.58065,2689.19355,2683,2666,1796,1768,2504.44669,2481.74395
38.7,2589.92857,2613.92857,2808.91139,2695.49367,2676.62903,2698.20968,2695.63636,2678.69091,1796,1768,2513.42107,2490.86457
38.8,2601.57143,2625.57143,2820.4557,2707.74684,2685.67742,2707.22581,2708.27273,2691.38182,1796,1768,2522.39545,2499.98518
38.9,2613.21429,2637.21429,2832,2720,2694.72581,2716.24194,2720.90909,2704.07273,1796,1768,2531.36984,2509.10579
39,2624.85714,2648.85714,2843.5443,2732.25316,2703.77419,2725.25806,2733.54545,2716.76364,1796,1768,2540.34422,2518.2264
39.1,2636.5,2660.5,2855.08861,2744.50633,2712.82258,2734.27419,2746.18182,2729.45455,1796,1768,2549.3186,2527.34701
39.2,2648.14286,2672.14286,2866.63291,2756.75949,2721.87097,2743.29032,2758.81818,2742.14545,1796,1768,2558.29298,2536.46763
39.3,2659.78571,2683.78571,2878.17722,2769.01266,2730.91935,2752.30645,2771.45455,2754.83636,1796,1768,2567.26737,2545.58824
39.4,2671.42857,2695.42857,2889.72152,2781.26582,2739.96774,2761.32258,2784.09091,2767.52727,1796,1768,2576.24175,2554.70885
39.5,2683.07143,2707.07143,2901.26582,2793.51899,2749.01613,2770.33871,2796.72727,2780.21818,1796,1768,2585.21613,2563.82946
39.6,2694.71429,2718.71429,2912.81013,2805.77215,2758.06452,2779.35484,2809.36364,2792.90909,1796,1768,2594.19051,2572.95007
39.7,2706.35714,2730.35714,2924.35443,2818.02532,2767.1129,2788.37097,2822,2805.6,1796,1768,2603.1649,2582.07069
39.8,2718,2742,2935.89873,2830.27848,2776.16129,2797.3871,2834.63636,2818.29091,1796,1768,2612.13928,2591.1913
39.9,2729.64286,2753.64286,2947.44304,2842.53165,2785.20968,2806.40323,2847.27273,2830.98182,1796,1768,2621.11366,2600.31191
40,2741.28571,2765.28571,2958.98734,2854.78481,2794.25806,2815.41935,2859.90909,2843.67273,1796,1768,2630.08804,2609.43252
40.1,2752.92857,2776.92857,2970.53165,2867.03797,2803.30645,2824.43548,2872.54545,2856.36364,1796,1768,2639.06242,2618.55313
40.2,2764.57143,2788.57143,2982.07595,2879.29114,2812.35484,2833.45161,2885.18182,2869.05455,1796,1768,2648.03681,2627.67375
40.3,2776.21429,2800.21429,2993.62025,2891.5443,2821.40323,2842.46774,2897.81818,2881.74545,1796,1768,2657.01119,2636.79436
40.4,2787.85714,2811.85714,3005.16456,2903.79747,2830.45161,2851.48387,2910.45455,2894.43636,1796,1768,2665.98557,2645.91497
40.5,2799.5,2823.5,3016.70886,2916.05063,2839.5,2860.5,2923.09091,2907.12727,1796,1768,2674.95995,2655.03558
40.6,2811.14286,2835.14286,3028.25316,2928.3038,2848.54839,2869.51613,2935.72727,2919.81818,1796,1768,2683.93434,2664.15619
