x,Left_1,Right_1,Left_2,Right_2,Left_3,Right_3,Left_4,Right_4,Left_5,Right_5,Left_avg,Right_avg
40.7,2822.78571,2846.78571,3039.79747,2940.55696,2857.59677,2878.53226,2948.36364,2932.50909,1796,1768,2692.90872,2673.27681
40.8,2834.42857,2858.42857,3051.34177,2952.81013,2866.64516,2887.54839,2961,2945.2,1796,1768,2701.8831,2682.39742
40.9,2846.07143,2870.07143,3062.88608,2965.06329,2875.69355,2896.56452,2973.63636,2957.89091,1796,1768,2710.85748,2691.51803
41,2857.71429,2881.71429,3074.43038,2977.31646,2884.74194,2905.58065,2986.27273,2970.58182,1796,1768,2719.83187,2700.63864
41.1,2869.35714,2893.35714,3085.97468,2989.56962,2893.79032,2914.59677,2998.90909,2983.27273,1796,1768,2728.80625,2709.75925
41.2,2881,2905,3097.51899,3001.82278,2902.83871,2923.6129,3011.54545,2995.96364,1796,1768,2737.78063,2718.87986
41.3,2892.64286,2916.64286,3109.06329,3014.07595,2911.8871,2932.62903,3024.18182,3008.65455,1796,1768,2746.75501,2728.00048
41.4,2904.28571,2928.28571,3120.60759,3026.32911,2920.93548,2941.64516,3036.81818,3021.34545,1796,1768,2755.72939,2737.12109
41.5,2915.92857,2939.92857,3132.1519,3038.58228,2929.98387,2950.66129,3049.45455,3034.03636,1796,1768,2764.70378,2746.2417
41.6,2927.57143,2951.57143,3143.6962,3050.83544,2939.03226,2959.67742,3062.09091,3046.72727,1796,1768,2773.67816,2755.36231
41.7,2939.21429,2963.21429,3155.24051,3063.08861,2948.08065,2968.69355,3074.72727,3059.41818,1796,1768,2782.65254,2764.48292
41.8,2950.85714,2974.85714,3166.78481,3075.34177,2957.12903,2977.70968,3087.36364,3072.10909,1796,1768,2791.62692,2773.60354
41.9,2962.5,2986.5,3178.32911,3087.59494,2966.17742,2986.72581,3100,3084.8,1796,1768,2800.60131,2782.72415
42,2974.14286,2998.14286,3189.87342,3099.8481,2975.22581,2995.74194,3112.63636,3097.49091,1796,1768,2809.57569,2791.84476
42.1,2985.78571,3009.78571,3201.41772,3112.10127,2984.27419,3004.75806,3125.27273,3110.18182,1796,1768,2818.55007,2800.96537
42.2,2997.42857,3021.42857,3212.96203,3124.35443,2993.32258,3013.77419,3137.90909,3122.87273,1796,1768,2827.52445,2810.08598
42.3,3009.07143,3033.07143,3224.50633,3136.60759,3002.37097,3022.79032,3150.54545,3135.56364,1796,1768,2836.49884,2819.2066
42.4,3020.71429,3044.71429,3236.05063,3148.86076,3011.41935,3031.80645,3163.18182,3148.25455,1796,1768,2845.47322,2828.32721
42.5,3032.35714,3056.35714,3247.59494,3161.11392,3020.46774,3040.82258,3175.81818,3160.94545,1796,1768,2854.4476,2837.44782
42.6,3044,3068,3259.13924,3173.36709,3029.51613,3049.83871,3188.45455,3173.63636,1796,1768,2863.42198,2846.56843
42.7,3057.71429,3082.09524,3270.68354,3185.62025,3038.56452,3058.85484,3201.09091,3186.32727,1796,1768,2872.81065,2856.17952
42.8,3071.42857,3096.19048,3282.22785,3197.87342,3047.6129,3067.87097,3213.72727,3199.01818,1796,1768,2882.19932,2865.79061
42.9,3085.14286,3110.28571,3293.77215,3210.12658,3056.66129,3076.8871,3226.36364,3211.70909,1796,1768,2891.58799,2875.4017
43,3098.85714,3124.38095,3305.31646,3222.37975,3065.70968,3085.90323,3239,3224.4,1796,1768,2900.97666,2885.01279
43.1,3112.57143,3138.47619,3316.86076,3234.63291,3074.75806,3094.91935,3251.63636,3237.09091,1796,1768,2910.36532,2894.62387
43.2,3126.28571,3152.57143,3328.40506,3246.88608,3083.80645,3103.93548,3264.27273,3249.78182,1796,1768,2919.75399,2904.23496
43.3,3140,3166.66667,3339.94937,3259.13924,3092.85484,3112.95161,3276.90909,3262.47273,1796,1768,2929.14266,2913.84605
43.4,3153.71429,3180.7619,3351.49367,3271.39241,3101.90323,3121.96774,3289.54545,3275.16364,1796,1768,2938.53133,2923.45714
43.5,3167.42857,3194.85714,3363.03797,3283.64557,3110.95161,3130.98387,3302.18182,3287.85455,1796,1768,2947.92,2933.06823
43.6,3181.14286,3208.95238,3374.58228,3295.89873,3120,3140,3314.81818,3300.54545,1796,1768,2957.30866,2942.67931
43.7,3194.85714,3223.04762,3386.12658,3308.1519,3134.75325,3154.83117,3327.45455,3313.23636,1796,1768,2967.8383,2953.45341
43.8,3208.57143,3237.14286,3397.67089,3320.40506,3149.50649,3169.66234,3340.09091,3325.92727,1796,1768,2978.36794,2964.22751
43.9,3222.28571,3251.2381,3409.21519,3332.65823,3164.25974,3184.49351,3352.72727,3338.61818,1796,1768,2988.89758,2975.0016
44,3236,3265.33333,3420.75949,3344.91139,3179.01299,3199.32468,3365.36364,3351.30909,1796,1768,2999.42722,2985.7757
44.1,3249.71429,3279.42857,3432.3038,3357.16456,3193.76623,3214.15584,3378,3364,1796,1768,3009.95686,2996.54979
44.2,3263.42857,3293.52381,3443.8481,3369.41772,3208.51948,3228.98701,3390.63636,3376.69091,1796,1768,3020.4865,3007.32389
44.3,3277.14286,3307.61905,3455.39241,3381.67089,3223.27273,3243.81818,3403.27273,3389.38182,1796,1768,3031.01614,3018.09799
44.4,3290.85714,3321.71429,3466.93671,3393.92405,3238.02597,3258.64935,3415.90909,3402.07273,1796,1768,3041.54578,3028.87208
44.5,3304.57143,3335.80952,3478.48101,3406.17722,3252.77922,3273.48052,3428.54545,3414.76364,1796,1768,3052.07542,3039.64618
44.6,3318.28571,3349.90476,3490.02532,3418.43038,3267.53247,3288.31169,3441.18182,3427.45455,1796,1768,3062.60506,3050.42028
44.7,3332,3364,3501.56962,3430.68354,3282.28571,3303.14286,3453.81818,3440.14545,1796,1768,3073.1347,3061.19437
44.8,3347.21311,3379.56284,3513.11392,3442.93671,3297.03896,3317.97403,3466.45455,3452.83636,1796,1768,3083.96411,3072.26199
44.9,3362.42623,3395.12568,3524.65823,3455.18987,3311.79221,3332.80519,3479.09091,3465.52727,1796,1768,3094.79351,3083.3296
45,3377.63934,3410.68852,3536.20253,3467.44304,3326.54545,3347.63636,3491.72727,3478.21818,1796,1768,3105.62292,3094.39722
45.1,3392.85246,3426.25137,3547.74684,3479.6962,3341.2987,3362.46753,3504.36364,3490.90909,1796,1768,3116.45233,3105.46484
45.2,3408.06557,3441.81421,3559.29114,3491.94937,3356.05195,3377.2987,3517,3503.6,1796,1768,3127.28173,3116.53246
45.3,3423.27869,3457.37705,3570.83544,3504.20253,3370.80519,3392.12987,3529.63636,3516.29091,1796,1768,3138.11114,3127.60007
45.4,3438.4918,3472.93989,3582.37975,3516.4557,3385.55844,3406.96104,3542.27273,3528.98182,1796,1768,3148.94054,3138.66769
45.5,3453.70492,3488.50273,3593.92405,3528.70886,3400.31169,3421.79221,3554.90909,3541.67273,1796,1768,3159.76995,3149.73531
45.6,3468.91803,3504.06557,3605.46835,3540.96203,3415.06494,3436.62338,3567.54545,3554.36364,1796,1768,3170.59936,3160.80292
45.7,3484.13115,3519.62842,3617.01266,3553.21519,3429.81818,3451.45455,3580.18182,3567.05455,1796,1768,3181.42876,3171.87054
45.8,3499.34426,3535.19126,3628.55696,3565.46835,3444.57143,3466.28571,3592.81818,3579.74545,1796,1768,3192.25817,3182.93816
45.9,3514.55738,3550.7541,3640.10127,3577.72152,3459.32468,3481.11688,3605.45455,3592.43636,1796,1768,3203.08757,3194.00577
46,3529.77049,3566.31694,3651.64557,3589.97468,3474.07792,3495.94805,3618.09091,3605.12727,1796,1768,3213.91698,3205.07339
46.1,3544.98361,3581.87978,3663.18987,3602.22785,3488.83117,3510.77922,3630.72727,3617.81818,1796,1768,3224.74638,3216.14101
46.2,3560.19672,3597.44262,3674.73418,3614.48101,3503.58442,3525.61039,3643.36364,3630.50909,1796,1768,3235.57579,3227.20862
46.3,3575.40984,3613.00546,3686.27848,3626.73418,3518.33766,3540.44156,3656,3643.2,1796,1768,3246.4052,3238.27624
46.4,3590.62295,3628.56831,3697.82278,3638.98734,3533.09091,3555.27273,3668.63636,3655.89091,1796,1768,3257.2346,3249.34386
46.5,3605.83607,3644.13115,3709.36709,3651.24051,3547.84416,3570.1039,3681.27273,3668.58182,1796,1768,3268.06401,3260.41147
46.6,3621.04918,3659.69399,3720.91139,3663.49367,3562.5974,3584.93506,3693.90909,3681.27273,1796,1768,3278.89341,3271.47909
46.7,3636.2623,3675.25683,3732.4557,3675.74684,3577.35065,3599.76623,3706.54545,3693.96364,1796,1768,3289.72282,3282.54671
46.8,3651.47541,3690.81967,3744,3688,3592.1039,3614.5974,3719.18182,3706.65455,1796,1768,3300.55222,3293.61432
46.9,3666.68852,3706.38251,3755.5443,3700.25316,3606.85714,3629.42857,3731.81818,3719.34545,1796,1768,3311.38163,3304.68194
47,3681.90164,3721.94536,3767.08861,3712.50633,3621.61039,3644.25974,3744.45455,3732.03636,1796,1768,3322.21104,3315.74956
47.1,3697.11475,3737.5082,3778.63291,3724.75949,3636.36364,3659.09091,3757.09091,3744.72727,1796,1768,3333.04044,3326.81717
47.2,3712.32787,3753.07104,3790.17722,3737.01266,3651.11688,3673.92208,3769.72727,3757.41818,1796,1768,3343.86985,3337.88479
47.3,3727.54098,3768.63388,3801.72152,3749.26582,3665.87013,3688.75325,3782.36364,3770.10909,1796,1768,3354.69925,3348.95241
47.4,3742.7541,3784.19672,3813.26582,3761.51899,3680.62338,3703.58442,3795,3782.8,1796,1768,3365.52866,3360.02002
47.5,3757.96721,3799.75956,3824.81013,3773.77215,3695.37662,3718.41558,3807.63636,3795.49091,1796,1768,3376.35807,3371.08764
47.6,3773.18033,3815.3224,3836.35443,3786.02532,3710.12987,3733.24675,3820.27273,3808.18182,1796,1768,3387.18747,3382.15526
47.7,3788.39344,3830.88525,3847.89873,3798.27848,3724.88312,3748.07792,3832.90909,3820.87273,1796,1768,3398.01688,3393.22288
47.8,3803.60656,3846.44809,3859.44304,3810.53165,3739.63636,3762.90909,3845.54545,3833.56364,1796,1768,3408.84628,3404.29049
47.9,3818.81967,3862.01093,3870.98734,3822.78481,3754.38961,3777.74026,3858.18182,3846.25455,1796,1768,3419.67569,3415.35811
48,3834.03279,3877.57377,3882.53165,3835.03797,3769.14286,3792.57143,3870.81818,3858.94545,1796,1768,3430.50509,3426.42573
48.1,3849.2459,3893.13661,3894.07595,3847.29114,3783.8961,3807.4026,3883.45455,3871.63636,1796,1768,3441.3345,3437.49334
48.2,3864.45902,3908.69945,3905.62025,3859.5443,3798.64935,3822.23377,3896.09091,3884.32727,1796,1768,3452.16391,3448.56096
48.3,3879.67213,3924.2623,3917.16456,3871.79747,3813.4026,3837.06494,3908.72727,3897.01818,1796,1768,3462.99331,3459.62858
48.4,3894.88525,3939.82514,3928.70886,3884.05063,3828.15584,3851.8961,3921.36364,3909.70909,1796,1768,3473.82272,3470.69619
48.5,3910.09836,3955.38798,3940.25316,3896.3038,3842.90909,3866.72727,3934,3922.4,1796,1768,3484.65212,3481.76381
48.6,3925.31148,3970.95082,3951.79747,3908.55696,3857.66234,3881.55844,3946.63636,3935.09091,1796,1768,3495.48153,3492.83143
48.7,3940.52459,3986.51366,3963.34177,3920.81013,3872.41558,3896.38961,3959.27273,3947.78182,1796,1768,3506.31093,3503.89904
48.8,3955.7377,4002.0765,3974.88608,3933.06329,3887.16883,3911.22078,3971.90909,3960.47273,1796,1768,3517.14034,3514.96666
48.9,3970.95082,4017.63934,3986.43038,3945.31646,3901.92208,3926.05195,3984.54545,3973.16364,1796,1768,3527.96975,3526.03428
49,3986.16393,4033.20219,3997.97468,3957.56962,3916.67532,3940.88312,3997.18182,3985.85455,1796,1768,3538.79915,3537.10189
49.1,4001.37705,4048.76503,4009.51899,3969.82278,3931.42857,3955.71429,4009.81818,3998.54545,1796,1768,3549.62856,3548.16951
49.2,4016.59016,4064.32787,4021.06329,3982.07595,3946.18182,3970.54545,4022.45455,4011.23636,1796,1768,3560.45796,3559.23713
49.3,4031.80328,4079.89071,4032.60759,3994.32911,3960.93506,3985.37662,4035.09091,4023.92727,1796,1768,3571.28737,3570.30474
49.4,4047.01639,4095.45355,4044.1519,4006.58228,3975.68831,4000.20779,4047.72727,4036.61818,1796,1768,3582.11678,3581.37236
49.5,4062.22951,4111.01639,4055.6962,4018.83544,3990.44156,4015.03896,4060.36364,4049.30909,1796,1768,3592.94618,3592.43998
49.6,4077.44262,4126.57923,4067.24051,4031.08861,4005.19481,4029.87013,4073,4062,1796,1768,3603.77559,3603.50759
49.7,4092.65574,4142.14208,4078.78481,4043.34177,4019.94805,4044.7013,4085.63636,4074.69091,1796,1768,3614.60499,3614.57521
49.8,4107.86885,4157.70492,4090.32911,4055.59494,4034.7013,4059.53247,4098.27273,4087.38182,1796,1768,3625.4344,3625.64283
49.9,4123.08197,4173.26776,4101.87342,4067.8481,4049.45455,4074.36364,4110.90909,4100.07273,1796,1768,3636.2638,3636.71044
50,4138.29508,4188.8306,4113.41772,4080.10127,4064.20779,4089.19481,4123.54545,4112.76364,1796,1768,3647.09321,3647.77806
50.1,4153.5082,4204.39344,4124.96203,4092.35443,4078.96104,4104.02597,4136.18182,4125.45455,1796,1768,3657.92262,3658.84568
50.2,4168.72131,4219.95628,4136.50633,4104.60759,4093.71429,4118.85714,4148.81818,4138.14545,1796,1768,3668.75202,3669.9133
50.3,4183.93443,4235.51913,4148.05063,4116.86076,4108.46753,4133.68831,4161.45455,4150.83636,1796,1768,3679.58143,3680.98091
50.4,4199.14754,4251.08197,4159.59494,4129.11392,4123.22078,4148.51948,4174.09091,4163.52727,1796,1768,3690.41083,3692.04853
50.5,4214.36066,4266.64481,4171.13924,4141.36709,4137.97403,4163.35065,4186.72727,4176.21818,1796,1768,3701.24024,3703.11615
50.6,4229.57377,4282.20765,4182.68354,4153.62025,4152.72727,4178.18182,4199.36364,4188.90909,1796,1768,3712.06964,3714.18376
50.7,4244.78689,4297.77049,4194.22785,4165.87342,4167.48052,4193.01299,4212,4201.6,1796,1768,3722.89905,3725.25138
50.8,4260,4313.33333,4205.77215,4178.12658,4182.23377,4207.84416,4224.63636,4214.29091,1796,1768,3733.72846,3736.319
50.9,4275.21311,4328.89617,4217.31646,4190.37975,4196.98701,4222.67532,4237.27273,4226.98182,1796,1768,3744.55786,3747.38661
51,4290.42623,4344.45902,4228.86076,4202.63291,4211.74026,4237.50649,4249.90909,4239.67273,1796,1768,3755.38727,3758.45423
51.1,4305.63934,4360.02186,4240.40506,4214.88608,4226.49351,4252.33766,4262.54545,4252.36364,1796,1768,3766.21667,3769.52185
51.2,4320.85246,4375.5847,4251.94937,4227.13924,4241.24675,4267.16883,4275.18182,4265.05455,1796,1768,3777.04608,3780.58946
51.3,4336.06557,4391.14754,4263.49367,4239.39241,4256,4282,4287.81818,4277.74545,1796,1768,3787.87549,3791.65708
51.4,4351.27869,4406.71038,4275.03797,4251.64557,4270.75325,4296.83117,4300.45455,4290.43636,1796,1768,3798.70489,3802.7247
51.5,4366.4918,4422.27322,4286.58228,4263.89873,4285.50649,4311.66234,4313.09091,4303.12727,1796,1768,3809.5343,3813.79231
51.6,4381.70492,4437.83607,4298.12658,4276.1519,4300.25974,4326.49351,4325.72727,4315.81818,1796,1768,3820.3637,3824.85993
51.7,4396.91803,4453.39891,4309.67089,4288.40506,4315.01299,4341.32468,4338.36364,4328.50909,1796,1768,3831.19311,3835.92755
51.8,4412.13115,4468.96175,4321.21519,4300.65823,4329.76623,4356.15584,4351,4341.2,1796,1768,3842.02251,3846.99516
51.9,4427.34426,4484.52459,4332.75949,4312.91139,4344.51948,4370.98701,4363.63636,4353.89091,1796,1768,3852.85192,3858.06278
52,4442.55738,4500.08743,4344.3038,4325.16456,4359.27273,4385.81818,4376.27273,4366.58182,1796,1768,3863.68133,3869.1304
52.1,4457.77049,4515.65027,4355.8481,4337.41772,4374.02597,4400.64935,4388.90909,4379.27273,1796,1768,3874.51073,3880.19801
52.2,4472.98361,4531.21311,4367.39241,4349.67089,4388.77922,4415.48052,4401.54545,4391.96364,1796,1768,3885.34014,3891.26563
52.3,4488.19672,4546.77596,4378.93671,4361.92405,4403.53247,4430.31169,4414.18182,4404.65455,1796,1768,3896.16954,3902.33325
52.4,4503.40984,4562.3388,4390.48101,4374.17722,4418.28571,4445.14286,4426.81818,4417.34545,1796,1768,3906.99895,3913.40086
52.5,4518.62295,4577.90164,4402.02532,4386.43038,4433.03896,4459.97403,4439.45455,4430.03636,1796,1768,3917.82835,3924.46848
52.6,4533.83607,4593.46448,4413.56962,4398.68354,4447.79221,4474.80519,4452.09091,4442.72727,1796,1768,3928.65776,3935.5361
52.7,4549.04918,4609.02732,4425.11392,4410.93671,4462.54545,4489.63636,4464.72727,4455.41818,1796,1768,3939.48717,3946.60372
52.8,4564.2623,4624.59016,4436.65823,4423.18987,4477.2987,4504.46753,4477.36364,4468.10909,1796,1768,3950.31657,3957.67133
52.9,4579.47541,4640.15301,4448.20253,4435.44304,4492.05195,4519.2987,4490,4480.8,1796,1768,3961.14598,3968.73895
53,4594.68852,4655.71585,4459.74684,4447.6962,4506.80519,4534.12987,4502.63636,4493.49091,1796,1768,3971.97538,3979.80657
53.1,4609.90164,4671.27869,4471.29114,4459.94937,4521.55844,4548.96104,4515.27273,4506.18182,1796,1768,3982.80479,3990.87418
53.2,4625.11475,4686.84153,4482.83544,4472.20253,4536.31169,4563.79221,4527.90909,4518.87273,1796,1768,3993.6342,4001.9418
53.3,4640.32787,4702.40437,4494.37975,4484.4557,4551.06494,4578.62338,4540.54545,4531.56364,1796,1768,4004.4636,4013.00942
53.4,4655.54098,4717.96721,4505.92405,4496.70886,4565.81818,4593.45455,4553.18182,4544.25455,1796,1768,4015.29301,4024.07703
53.5,4670.7541,4733.53005,4517.46835,4508.96203,4580.57143,4608.28571,4565.81818,4556.94545,1796,1768,4026.12241,4035.14465
53.6,4685.96721,4749.0929,4529.01266,4521.21519,4595.32468,4623.11688,4578.45455,4569.63636,1796,1768,4036.95182,4046.21227
53.7,4701.18033,4764.65574,4540.55696,4533.46835,4610.07792,4637.94805,4591.09091,4582.32727,1796,1768,4047.78122,4057.27988
53.8,4716.39344,4780.21858,4552.10127,4545.72152,4624.83117,4652.77922,4603.72727,4595.01818,1796,1768,4058.61063,4068.3475
53.9,4731.60656,4795.78142,4563.64557,4557.97468,4639.58442,4667.61039,4616.36364,4607.70909,1796,1768,4069.44004,4079.41512
54,4746.81967,4811.34426,4575.18987,4570.22785,4654.33766,4682.44156,4629,4620.4,1796,1768,4080.26944,4090.48273
54.1,4762.03279,4826.9071,4586.73418,4582.48101,4669.09091,4697.27273,4641.63636,4633.09091,1796,1768,4091.09885,4101.55035
54.2,4777.2459,4842.46995,4598.27848,4594.73418,4683.84416,4712.1039,4654.27273,4645.78182,1796,1768,4101.92825,4112.61797
54.3,4792.45902,4858.03279,4609.82278,4606.98734,4698.5974,4726.93506,4666.90909,4658.47273,1796,1768,4112.75766,4123.68558
54.4,4807.67213,4873.59563,4621.36709,4619.24051,4713.35065,4741.76623,4679.54545,4671.16364,1796,1768,4123.58706,4134.7532
54.5,4822.88525,4889.15847,4632.91139,4631.49367,4728.1039,4756.5974,4692.18182,4683.85455,1796,1768,4134.41647,4145.82082
54.6,4838.09836,4904.72131,4644.4557,4643.74684,4742.85714,4771.42857,4704.81818,4696.54545,1796,1768,4145.24588,4156.88843
54.7,4853.31148,4920.28415,4656,4656,4757.61039,4786.25974,4717.45455,4709.23636,1796,1768,4156.07528,4167.95605
54.8,4868.52459,4935.84699,4672.63492,4673.07937,4772.36364,4801.09091,4730.09091,4721.92727,1796,1768,4167.92281,4179.98891
54.9,4883.7377,4951.40984,4689.26984,4690.15873,4787.11688,4815.92208,4742.72727,4734.61818,1796,1768,4179.77034,4192.02177
55,4898.95082,4966.97268,4705.90476,4707.2381,4801.87013,4830.75325,4755.36364,4747.30909,1796,1768,4191.61787,4204.05462
55.1,4914.16393,4982.53552,4722.53968,4724.31746,4816.62338,4845.58442,4768,4760,1796,1768,4203.4654,4216.08748
55.2,4929.37705,4998.09836,4739.1746,4741.39683,4831.37662,4860.41558,4768,4760,1796,1768,4212.78566,4225.58215
55.3,4944.59016,5013.6612,4755.80952,4758.47619,4846.12987,4875.24675,4768,4760,1796,1768,4222.10591,4235.07683
55.4,4959.80328,5029.22404,4772.44444,4775.55556,4860.88312,4890.07792,4768,4760,1796,1768,4231.42617,4244.5715
55.5,4975.01639,5044.78689,4789.07937,4792.63492,4875.63636,4904.90909,4768,4760,1796,1768,4240.74642,4254.06618
55.6,4990.22951,5060.34973,4805.71429,4809.71429,4890.38961,4919.74026,4768,4760,1796,1768,4250.06668,4263.56085
55.7,5005.44262,5075.91257,4822.34921,4826.79365,4905.14286,4934.57143,4768,4760,1796,1768,4259.38694,4273.05553
55.8,5020.65574,5091.47541,4838.98413,4843.87302,4919.8961,4949.4026,4768,4760,1796,1768,4268.70719,4282.5502
55.9,5035.86885,5107.03825,4855.61905,4860.95238,4934.64935,4964.23377,4768,4760,1796,1768,4278.02745,4292.04488
56,5051.08197,5122.60109,4872.25397,4878.03175,4949.4026,4979.06494,4768,4760,1796,1768,4287.34771,4301.53955
56.1,5066.29508,5138.16393,4888.88889,4895.11111,4964.15584,4993.8961,4768,4760,1796,1768,4296.66796,4311.03423
56.2,5081.5082,5153.72678,4905.52381,4912.19048,4978.90909,5008.72727,4768,4760,1796,1768,4305.98822,4320.5289
56.3,5096.72131,5169.28962,4922.15873,4929.26984,4993.66234,5023.55844,4768,4760,1796,1768,4315.30848,4330.02358
56.4,5111.93443,5184.85246,4938.79365,4946.34921,5008.41558,5038.38961,4768,4760,1796,1768,4324.62873,4339.51826
56.5,5127.14754,5200.4153,4955.42857,4963.42857,5023.16883,5053.22078,4768,4760,1796,1768,4333.94899,4349.01293
56.6,5142.36066,5215.97814,4972.06349,4980.50794,5037.92208,5068.05195,4768,4760,1796,1768,4343.26925,4358.50761
56.7,5157.57377,5231.54098,4988.69841,4997.5873,5052.67532,5082.88312,4768,4760,1796,1768,4352.5895,4368.00228
56.8,5172.78689,5247.10383,5005.33333,5014.66667,5067.42857,5097.71429,4768,4760,1796,1768,4361.90976,4377.49696
56.9,5188,5262.66667,5021.96825,5031.74603,5082.18182,5112.54545,4768,4760,1796,1768,4371.23001,4386.99163
57,5203.21311,5278.22951,5038.60317,5048.8254,5096.93506,5127.37662,4768,4760,1796,1768,4380.55027,4396.48631
57.1,5218.42623,5293.79235,5055.2381,5065.90476,5111.68831,5142.20779,4768,4760,1796,1768,4389.87053,4405.98098
57.2,5233.63934,5309.35519,5071.87302,5082.98413,5126.44156,5157.03896,4768,4760,1796,1768,4399.19078,4415.47566
57.3,5248.85246,5324.91803,5088.50794,5100.06349,5141.19481,5171.87013,4768,4760,1796,1768,4408.51104,4424.97033
57.4,5264.06557,5340.48087,5105.14286,5117.14286,5155.94805,5186.7013,4768,4760,1796,1768,4417.8313,4434.46501
57.5,5279.27869,5356.04372,5121.77778,5134.22222,5170.7013,5201.53247,4768,4760,1796,1768,4427.15155,4443.95968
57.6,5294.4918,5371.60656,5138.4127,5151.30159,5185.45455,5216.36364,4768,4760,1796,1768,4436.47181,4453.45436
57.7,5309.70492,5387.1694,5155.04762,5168.38095,5200.20779,5231.19481,4768,4760,1796,1768,4445.79207,4462.94903
57.8,5324.91803,5402.73224,5171.68254,5185.46032,5214.96104,5246.02597,4768,4760,1796,1768,4455.11232,4472.44371
57.9,5340.13115,5418.29508,5188.31746,5202.53968,5229.71429,5260.85714,4768,4760,1796,1768,4464.43258,4481.93838
58,5355.34426,5433.85792,5204.95238,5219.61905,5244.46753,5275.68831,4768,4760,1796,1768,4473.75284,4491.43306
58.1,5370.55738,5449.42077,5221.5873,5236.69841,5259.22078,5290.51948,4768,4760,1796,1768,4483.07309,4500.92773
58.2,5385.77049,5464.98361,5238.22222,5253.77778,5273.97403,5305.35065,4768,4760,1796,1768,4492.39335,4510.42241
58.3,5400.98361,5480.54645,5254.85714,5270.85714,5288.72727,5320.18182,4768,4760,1796,1768,4501.7136,4519.91708
58.4,5416.19672,5496.10929,5271.49206,5287.93651,5303.48052,5335.01299,4768,4760,1796,1768,4511.03386,4529.41176
58.5,5431.40984,5511.67213,5288.12698,5305.01587,5318.23377,5349.84416,4768,4760,1796,1768,4520.35412,4538.90643
58.6,5446.62295,5527.23497,5304.7619,5322.09524,5332.98701,5364.67532,4768,4760,1796,1768,4529.67437,4548.40111
58.7,5461.83607,5542.79781,5321.39683,5339.1746,5347.74026,5379.50649,4768,4760,1796,1768,4538.99463,4557.89578
58.8,5477.04918,5558.36066,5338.03175,5356.25397,5362.49351,5394.33766,4768,4760,1796,1768,4548.31489,4567.39046
58.9,5492.2623,5573.9235,5354.66667,5373.33333,5377.24675,5409.16883,4768,4760,1796,1768,4557.63514,4576.88513
59,5507.47541,5589.48634,5371.30159,5390.4127,5392,5424,4768,4760,1796,1768,4566.9554,4586.37981
59.1,5522.68852,5605.04918,5387.93651,5407.49206,5392,5424,4768,4760,1796,1768,4573.32501,4592.90825
59.2,5537.90164,5620.61202,5404.57143,5424.57143,5392,5424,4768,4760,1796,1768,4579.69461,4599.43669
59.3,5553.11475,5636.17486,5421.20635,5441.65079,5392,5424,4768,4760,1796,1768,4586.06422,4605.96513
59.4,5568.32787,5651.7377,5437.84127,5458.73016,5392,5424,4768,4760,1796,1768,4592.43383,4612.49357
59.5,5583.54098,5667.30055,5454.47619,5475.80952,5392,5424,4768,4760,1796,1768,4598.80343,4619.02201
59.6,5598.7541,5682.86339,5471.11111,5492.88889,5392,5424,4768,4760,1796,1768,4605.17304,4625.55046
59.7,5613.96721,5698.42623,5487.74603,5509.96825,5392,5424,4768,4760,1796,1768,4611.54265,4632.0789
59.8,5629.18033,5713.98907,5504.38095,5527.04762,5392,5424,4768,4760,1796,1768,4617.91226,4638.60734
59.9,5644.39344,5729.55191,5521.01587,5544.12698,5392,5424,4768,4760,1796,1768,4624.28186,4645.13578
60,5659.60656,5745.11475,5537.65079,5561.20635,5392,5424,4768,4760,1796,1768,4630.65147,4651.66422
60.1,5674.81967,5760.6776,5554.28571,5578.28571,5392,5424,4768,4760,1796,1768,4637.02108,4658.19266
60.2,5690.03279,5776.24044,5570.92063,5595.36508,5392,5424,4768,4760,1796,1768,4643.39068,4664.7211
60.3,5705.2459,5791.80328,5587.55556,5612.44444,5392,5424,4768,4760,1796,1768,4649.76029,4671.24954
60.4,5720.45902,5807.36612,5604.19048,5629.52381,5392,5424,4768,4760,1796,1768,4656.1299,4677.77799
60.5,5735.67213,5822.92896,5620.8254,5646.60317,5392,5424,4768,4760,1796,1768,4662.49951,4684.30643
60.6,5750.88525,5838.4918,5637.46032,5663.68254,5392,5424,4768,4760,1796,1768,4668.86911,4690.83487
60.7,5766.09836,5854.05464,5654.09524,5680.7619,5392,5424,4768,4760,1796,1768,4675.23872,4697.36331
60.8,5781.31148,5869.61749,5670.73016,5697.84127,5392,5424,4768,4760,1796,1768,4681.60833,4703.89175
60.9,5796.52459,5885.18033,5687.36508,5714.92063,5392,5424,4768,4760,1796,1768,4687.97793,4710.42019
61,5811.7377,5900.74317,5704,5732,5392,5424,4768,4760,1796,1768,4694.34754,4716.94863
61.1,5826.95082,5916.30601,5720.63492,5749.07937,5392,5424,4768,4760,1796,1768,4700.71715,4723.47708
61.2,5842.16393,5931.86885,5737.26984,5766.15873,5392,5424,4768,4760,1796,1768,4707.08676,4730.00552
61.3,5857.37705,5947.43169,5753.90476,5783.2381,5392,5424,4768,4760,1796,1768,4713.45636,4736.53396
61.4,5872.59016,5962.99454,5770.53968,5800.31746,5392,5424,4768,4760,1796,1768,4719.82597,4743.0624
61.5,5887.80328,5978.55738,5787.1746,5817.39683,5392,5424,4768,4760,1796,1768,4726.19558,4749.59084
