0,2176.00,2780.00,6.00,0.00,0.00,0.00,
1,2128.00,2764.00,5.00,0.00,0.00,-0.01,
2,2116.00,2740.00,5.00,-0.14,0.00,-0.02,
3,2024.00,2580.00,5.00,-0.14,0.00,-0.04,
4,1948.00,2464.00,4.00,-0.28,0.01,-0.06,
5,1852.00,2328.00,4.00,-0.28,0.01,-0.08,
6,1780.00,2216.00,4.00,-0.42,0.02,-0.10,
7,1696.00,2100.00,4.00,-0.56,0.03,-0.12,
8,1632.00,2004.00,4.00,-0.56,0.03,-0.14,
9,1572.00,1912.00,4.00,-0.70,0.05,-0.16,
10,1508.00,1824.00,3.00,-0.70,0.05,-0.18,
11,1456.00,1740.00,3.00,-0.84,0.08,-0.20,
12,1412.00,1672.00,3.00,-0.84,0.08,-0.22,
13,1364.00,1604.00,3.00,-0.84,0.08,-0.25,
14,1328.00,1544.00,3.00,-0.84,0.08,-0.27,
15,1288.00,1488.00,3.00,-0.97,0.11,-0.29,
16,1260.00,1436.00,3.00,-0.84,0.07,-0.32,
17,1232.00,1388.00,3.00,-0.97,0.12,-0.34,
18,1216.00,1352.00,3.00,-0.97,0.12,-0.36,
19,1192.00,1316.00,3.00,-1.10,0.17,-0.38,
20,1180.00,1284.00,3.00,-1.10,0.17,-0.40,
21,1164.00,1248.00,2.00,-1.10,0.17,-0.43,
22,1148.00,1224.00,2.00,-1.10,0.17,-0.45,
23,1140.00,1196.00,2.00,-1.36,0.29,-0.47,
24,1132.00,1172.00,2.00,-1.48,0.35,-0.49,
25,1124.00,1152.00,2.00,-1.48,0.35,-0.52,
26,1120.00,1136.00,2.00,-1.48,0.35,-0.54,
27,1124.00,1124.00,2.00,-1.60,0.42,-0.56,
28,1132.00,1120.00,2.00,-1.72,0.50,-0.58,
29,1140.00,1108.00,2.00,-1.72,0.50,-0.60,
30,1148.00,1108.00,2.00,-1.72,0.50,-0.62,
31,1172.00,1112.00,2.00,-1.72,0.50,-0.64,
32,1188.00,1116.00,2.00,-1.72,0.50,-0.66,
33,1212.00,1120.00,2.00,-1.61,0.41,-0.69,
34,1232.00,1128.00,2.00,-1.72,0.50,-0.71,
35,1252.00,1136.00,2.00,-1.72,0.50,-0.73,
36,1276.00,1144.00,2.00,-1.72,0.50,-0.75,
37,1308.00,1156.00,3.00,-1.82,0.60,-0.77,
38,1340.00,1164.00,3.00,-1.82,0.60,-0.79,
39,1360.00,1184.00,3.00,-1.82,0.60,-0.81,
40,1388.00,1196.00,3.00,-1.92,0.70,-0.84,
41,1436.00,1216.00,3.00,-1.92,0.70,-0.85,
42,1476.00,1236.00,3.00,-2.01,0.80,-0.88,
43,1516.00,1260.00,3.00,-2.10,0.91,-0.90,
44,1564.00,1280.00,3.00,-2.10,0.91,-0.92,
45,1620.00,1324.00,3.00,-2.10,0.91,-0.94,
46,1676.00,1348.00,3.00,-2.18,1.03,-0.96,
47,1748.00,1384.00,3.00,-2.18,1.03,-0.98,
48,1800.00,1428.00,3.00,-2.26,1.14,-1.00,
49,1876.00,1472.00,3.00,-2.26,1.14,-1.02,
50,1960.00,1516.00,4.00,-2.33,1.26,-1.04,
51,2048.00,1572.00,4.00,-2.33,1.26,-1.06,
52,0.00,0.00,0.00,0.00,0.00,0.00,
53,0.00,0.00,0.00,0.00,0.00,0.00,
54,0.00,0.00,0.00,0.00,0.00,0.00,
55,0.00,0.00,0.00,0.00,0.00,0.00,
56,0.00,0.00,0.00,0.00,0.00,0.00,
57,0.00,0.00,0.00,0.00,0.00,0.00,
58,0.00,0.00,0.00,0.00,0.00,0.00,
59,0.00,0.00,0.00,0.00,0.00,0.00,
