0,4348.00,5992.00,11.00,0.00,0.00,0.00,
1,4172.00,5884.00,11.00,0.56,0.00,0.00,
2,3684.00,4340.00,8.00,1.12,0.00,0.00,
3,1656.00,2352.00,4.00,1.54,0.00,0.00,
4,704.00,916.00,2.00,2.24,0.00,0.01,
5,476.00,572.00,1.00,3.23,0.01,0.01,
6,400.00,460.00,1.00,4.07,0.02,0.01,
7,376.00,408.00,1.00,5.05,0.03,0.01,
8,376.00,396.00,1.00,5.89,0.04,0.01,
9,384.00,404.00,1.00,6.87,0.05,0.02,
10,408.00,420.00,1.00,8.00,0.07,0.02,
11,432.00,444.00,1.00,8.98,0.09,0.02,
12,468.00,476.00,1.00,10.10,0.11,0.02,
13,504.00,512.00,1.00,11.08,0.13,0.02,
14,548.00,556.00,1.00,12.06,0.15,0.02,
15,592.00,600.00,1.00,13.05,0.17,0.02,
16,640.00,648.00,1.00,14.03,0.19,0.03,
17,692.00,700.00,2.00,15.15,0.22,0.03,
18,744.00,756.00,2.00,16.13,0.25,0.03,
19,804.00,816.00,2.00,17.25,0.28,0.03,
20,860.00,876.00,2.00,18.23,0.31,0.03,
21,928.00,940.00,2.00,19.36,0.35,0.04,
22,996.00,1000.00,2.00,20.34,0.39,0.04,
23,1064.00,1072.00,2.00,21.46,0.43,0.04,
24,1128.00,1136.00,2.00,22.44,0.48,0.05,
25,1200.00,1208.00,2.00,23.56,0.53,0.05,
26,1276.00,1276.00,3.00,24.54,0.57,0.05,
27,1348.00,1360.00,3.00,25.52,0.62,0.05,
28,1420.00,1432.00,3.00,26.50,0.67,0.06,
29,1504.00,1516.00,3.00,27.62,0.74,0.06,
30,1584.00,1592.00,3.00,28.60,0.79,0.06,
31,1664.00,1684.00,3.00,29.72,0.86,0.06,
32,1752.00,1780.00,4.00,30.70,0.92,0.06,
33,1848.00,1876.00,4.00,31.82,0.99,0.06,
34,1956.00,1968.00,4.00,32.80,1.05,0.07,
35,2060.00,2080.00,4.00,33.78,1.11,0.06,
36,2168.00,2176.00,4.00,34.76,1.18,0.07,
37,2280.00,2296.00,5.00,35.88,1.25,0.07,
38,2392.00,2416.00,5.00,37.00,1.32,0.07,
39,2520.00,2540.00,5.00,38.12,1.40,0.07,
40,2656.00,2664.00,5.00,39.38,1.48,0.07,
41,2772.00,2804.00,6.00,40.36,1.55,0.07,
42,2904.00,2932.00,6.00,41.48,1.63,0.07,
43,3044.00,3068.00,6.00,42.60,1.71,0.07,
44,3168.00,3216.00,6.00,43.72,1.79,0.07,
45,3332.00,3364.00,7.00,44.70,1.86,0.08,
46,3456.00,3492.00,7.00,45.82,1.95,0.08,
47,3616.00,3644.00,7.00,46.94,2.04,0.08,
48,3756.00,3808.00,8.00,47.92,2.12,0.09,
49,3916.00,3952.00,8.00,49.04,2.22,0.09,
50,4060.00,4108.00,8.00,50.15,2.32,0.09,
51,4232.00,4268.00,8.00,51.13,2.40,0.09,
52,4356.00,4444.00,9.00,52.11,2.49,0.09,
53,4552.00,4616.00,9.00,53.37,2.60,0.10,
54,4728.00,4796.00,9.00,54.49,2.71,0.10,
55,4860.00,4992.00,10.00,55.74,2.83,0.10,
56,5100.00,5156.00,10.00,56.72,2.93,0.10,
57,5248.00,5332.00,10.00,57.84,3.04,0.10,
58,5412.00,5500.00,11.00,58.81,3.14,0.11,
59,5604.00,5672.00,11.00,59.79,3.25,0.10,
60,5760.00,5848.00,12.00,60.91,3.36,0.10,
61,5924.00,6048.00,12.00,61.88,3.46,0.11,
62,6116.00,6212.00,12.00,63.00,3.58,0.11,
63,6332.00,6428.00,13.00,64.11,3.70,0.11,
64,6492.00,6612.00,13.00,65.23,3.82,0.11,
65,6748.00,6828.00,13.00,66.21,3.93,0.12,
66,6880.00,6988.00,14.00,67.32,4.06,0.12,
67,7156.00,7244.00,14.00,68.30,4.17,0.12,
68,7304.00,7476.00,15.00,69.41,4.30,0.12,
69,7528.00,7704.00,15.00,70.39,4.42,0.12,
70,0.00,0.00,0.00,0.00,0.00,0.00,
71,0.00,0.00,0.00,0.00,0.00,0.00,
72,0.00,0.00,0.00,0.00,0.00,0.00,
73,0.00,0.00,0.00,0.00,0.00,0.00,
74,0.00,0.00,0.00,0.00,0.00,0.00,
75,0.00,0.00,0.00,0.00,0.00,0.00,
76,0.00,0.00,0.00,0.00,0.00,0.00,
77,0.00,0.00,0.00,0.00,0.00,0.00,
78,0.00,0.00,0.00,0.00,0.00,0.00,
79,0.00,0.00,0.00,0.00,0.00,0.00,
