0,3844.00,4756.00,9.00,0.00,0.00,0.00,
1,3700.00,4720.00,9.00,0.42,0.00,-0.00,
2,3684.00,4588.00,8.00,1.26,-0.00,-0.00,
3,2164.00,3352.00,5.00,1.68,-0.00,0.00,
4,768.00,1224.00,2.00,2.38,-0.00,-0.00,
5,480.00,624.00,1.00,3.23,-0.01,0.00,
6,404.00,468.00,1.00,4.21,-0.00,0.00,
7,376.00,408.00,1.00,5.19,-0.00,0.00,
8,384.00,396.00,1.00,6.31,0.00,0.00,
9,392.00,404.00,1.00,7.44,0.00,0.00,
10,412.00,420.00,1.00,8.42,0.01,0.01,
11,440.00,444.00,1.00,9.40,0.01,0.00,
12,480.00,476.00,1.00,10.38,0.02,0.01,
13,520.00,516.00,1.00,11.50,0.02,0.01,
14,568.00,556.00,1.00,12.49,0.03,0.01,
15,608.00,608.00,1.00,13.61,0.04,0.01,
16,664.00,656.00,1.00,14.59,0.05,0.01,
17,720.00,708.00,2.00,15.71,0.06,0.01,
18,772.00,764.00,2.00,16.83,0.07,0.01,
19,836.00,824.00,2.00,18.10,0.07,0.01,
20,900.00,888.00,2.00,19.08,0.08,0.01,
21,960.00,948.00,2.00,20.34,0.09,0.01,
22,1028.00,1008.00,2.00,21.18,0.10,0.01,
23,1100.00,1080.00,2.00,22.31,0.11,0.01,
24,1164.00,1148.00,2.00,23.43,0.12,0.01,
25,1244.00,1224.00,3.00,24.41,0.13,0.01,
26,1312.00,1296.00,3.00,25.53,0.15,0.01,
27,1400.00,1384.00,3.00,26.65,0.16,0.02,
28,1476.00,1464.00,3.00,27.64,0.18,0.02,
29,1576.00,1548.00,3.00,28.90,0.20,0.02,
30,1668.00,1640.00,3.00,29.88,0.22,0.02,
31,1920.00,1752.00,4.00,31.00,0.24,0.02,
32,1856.00,1828.00,4.00,31.98,0.26,0.02,
33,1964.00,1928.00,4.00,33.11,0.28,0.02,
34,2056.00,2028.00,4.00,34.23,0.30,0.02,
35,2172.00,2136.00,4.00,35.35,0.32,0.02,
36,2284.00,2244.00,5.00,36.33,0.34,0.02,
37,2380.00,2364.00,5.00,37.45,0.37,0.02,
38,2492.00,2480.00,5.00,38.44,0.39,0.03,
39,2636.00,2600.00,5.00,39.56,0.42,0.03,
40,2744.00,2720.00,5.00,40.54,0.45,0.03,
41,2900.00,2860.00,6.00,41.66,0.48,0.03,
42,3028.00,3000.00,6.00,42.64,0.51,0.03,
43,3176.00,3144.00,6.00,43.91,0.55,0.04,
44,3312.00,3664.00,7.00,45.03,0.59,0.04,
45,3468.00,3444.00,7.00,46.15,0.63,0.04,
46,3616.00,3580.00,7.00,47.27,0.67,0.04,
47,3752.00,3732.00,7.00,48.25,0.71,0.04,
48,3908.00,3896.00,8.00,49.37,0.75,0.04,
49,4064.00,4048.00,8.00,50.49,0.80,0.04,
50,4220.00,4200.00,8.00,51.62,0.84,0.05,
51,4368.00,4356.00,9.00,52.74,0.89,0.05,
52,4512.00,4508.00,9.00,53.72,0.94,0.05,
53,4656.00,4656.00,9.00,54.70,0.99,0.05,
54,4844.00,4824.00,10.00,55.82,1.05,0.05,
55,4968.00,4984.00,10.00,56.80,1.10,0.06,
56,5124.00,5148.00,10.00,57.78,1.15,0.05,
57,5296.00,5312.00,11.00,58.76,1.21,0.06,
58,5468.00,5464.00,11.00,59.74,1.26,0.06,
59,5636.00,5652.00,11.00,60.72,1.32,0.06,
60,5808.00,5832.00,11.00,61.84,1.39,0.06,
61,6008.00,6020.00,12.00,62.96,1.46,0.07,
62,6184.00,6212.00,12.00,64.08,1.54,0.07,
63,6368.00,6416.00,13.00,65.06,1.61,0.07,
64,6592.00,6604.00,13.00,66.18,1.69,0.07,
65,6752.00,6808.00,13.00,67.30,1.77,0.08,
66,6972.00,7016.00,14.00,68.42,1.86,0.08,
67,7164.00,7200.00,14.00,69.54,1.95,0.08,
68,7368.00,7432.00,15.00,70.66,2.04,0.08,
69,0.00,0.00,0.00,0.00,0.00,0.00,
70,0.00,0.00,0.00,0.00,0.00,0.00,
71,0.00,0.00,0.00,0.00,0.00,0.00,
72,0.00,0.00,0.00,0.00,0.00,0.00,
73,0.00,0.00,0.00,0.00,0.00,0.00,
74,0.00,0.00,0.00,0.00,0.00,0.00,
75,0.00,0.00,0.00,0.00,0.00,0.00,
76,0.00,0.00,0.00,0.00,0.00,0.00,
77,0.00,0.00,0.00,0.00,0.00,0.00,
78,0.00,0.00,0.00,0.00,0.00,0.00,
79,0.00,0.00,0.00,0.00,0.00,0.00,
